# The 2MASS Redshift Survey
# Huchra et al., ApJS, in press
#
# http://tdc-www.harvard.edu/2mrs/
# catalog version 2.4, 2011 Dec 16
# maintained by Lucas Macri, lmacri@tamu.edu
#
# Galaxies within our survey boundaries without a measured redshift. Please observe them and let us know! Thanks!
#
#ID               RAdeg     DECdeg      l         b       k_c    h_c    j_c    k_tc   h_tc   j_tc  e_k   e_h   e_j   e_kt  e_ht  e_jt  e_bv r_iso r_ext  b/a  flgs  type  ts
20200788+0408065 305.03278   4.13522  47.25460 -17.58569 11.675 12.047 12.729 11.576 11.972 12.598 0.067 0.049 0.039 0.068 0.059 0.044 0.142 1.286 1.497 0.280 0000 98    NN
07171994-7545541 109.33247 -75.76513 287.33551 -24.66495 11.676 11.979 12.606 11.553 11.766 12.440 0.069 0.053 0.038 0.068 0.054 0.042 0.217 1.057 1.309 0.480 0000 98    NN
08243065-5316211 126.12782 -53.27259 269.14478  -8.92948 11.676 12.094 12.732 11.535 11.996 12.655 0.075 0.050 0.044 0.074 0.060 0.056 0.448 1.093 1.336 0.780 0313 98    NN
16414885-2222111 250.45357 -22.36969 357.05444  15.51715 11.676 11.904 12.546 11.279 11.637 12.285 0.100 0.071 0.058 0.108 0.097 0.107 0.701 1.212 1.572 0.960 0333 98    NN
17574678-0440295 269.44495  -4.67484  22.52981   9.70785 11.676 11.933 12.555 11.574 11.368 11.930 0.097 0.079 0.081 0.106 0.065 0.066 0.975 1.079 1.341 0.560 0313 98    NN
19404953+0809539 295.20642   8.16507  45.91351  -7.10073 11.676 11.936 12.602 11.582 11.789 12.445 0.067 0.052 0.047 0.071 0.058 0.056 0.391 0.954 1.259 0.780 0000 98    NN
06454795-1519012 101.44981 -15.31696 226.02661  -8.13861 11.677 11.782 12.483 11.555 11.584 12.174 0.084 0.056 0.049 0.087 0.059 0.051 0.630 1.104 1.360 0.840 0000 98    NN
08190657-4832171 124.77740 -48.53812 264.69852  -6.99293 11.677 11.880 12.575 11.521 11.841 12.318 0.075 0.054 0.050 0.075 0.068 0.055 0.620 1.170 1.428 0.380 0313 98    NN
09421341-4522138 145.55591 -45.37045 271.67374   5.70883 11.677 12.061 12.693 11.561 11.853 12.411 0.078 0.061 0.054 0.087 0.073 0.063 0.360 1.097 1.429 0.680 0333 98    NN
15054356-6831272 226.43152 -68.52422 314.75317  -8.79185 11.677 12.025 12.677 11.597 11.980 12.547 0.081 0.060 0.053 0.086 0.070 0.061 0.174 1.017 1.243 0.960 0222 98    NN
16535481-8031570 253.47816 -80.53249 311.83792 -22.20671 11.677 12.022 12.747 11.509 11.894 12.547 0.077 0.051 0.045 0.077 0.060 0.053 0.174 1.111 1.397 0.780 0003 98    NN
20142578+0324034 303.60745   3.40094  45.84633 -16.71899 11.679 12.008 12.716 11.460 11.856 12.429 0.076 0.066 0.048 0.077 0.080 0.054 0.148 1.149 1.466 0.620 0333 98    NN
20280695+0102119 307.02899   1.03663  45.46423 -20.85986 11.679 12.091 12.763 11.463 11.836 12.635 0.070 0.074 0.047 0.067 0.078 0.058 0.111 1.292 1.548 0.640 0000 98    NN
01310193+4903364  22.76186  49.05941 129.57878 -13.29994 11.680 12.013 12.751 11.678 12.013 12.748 0.053 0.046 0.038 0.085 0.030 0.151 0.152 1.403 1.575 0.220 0111 98    NN
07092106-2224245 107.33768 -22.40683 234.92015  -6.29041 11.680 11.934 12.659 11.465 11.658 12.327 0.081 0.046 0.044 0.083 0.057 0.048 0.348 1.188 1.495 0.500 0333 98    NN
16312901-7506528 247.87112 -75.11466 315.71921 -18.03424 11.680 12.039 12.710 11.258 11.783 12.492 0.087 0.064 0.050 0.098 0.095 0.080 0.089 1.236 1.631 0.680 0111 98    NN
19582803+4048174 299.61658  40.80471  76.15176   5.95524 11.680 11.924 12.562 11.626 11.743 12.443 0.052 0.039 0.035 0.055 0.041 0.042 0.305 0.959 1.236 0.760 0333 98    NN
20191573-1607527 304.81552 -16.13119  27.57813 -26.50966 11.680 11.901 12.615 11.365 11.704 12.414 0.047 0.034 0.024 0.059 0.052 0.039 0.076 1.033 1.511 0.540 0000 98    NN
08543617-5548038 133.65063 -55.80102 273.82660  -6.95354 11.681 11.887 12.528 11.273 11.486 12.140 0.101 0.058 0.056 0.112 0.070 0.073 0.306 1.207 1.586 0.820 0222 98    NN
13091632-4446474 197.31804 -44.77978 306.25760  17.97678 11.681 11.984 12.631 11.615 11.834 12.460 0.065 0.039 0.033 0.070 0.044 0.038 0.097 1.064 1.366 0.740 0040 98    NN
05591925+0734551  89.83021   7.58202 200.13635  -7.97417 11.682 11.956 12.646 11.629 11.830 12.452 0.066 0.047 0.043 0.071 0.054 0.049 0.478 1.072 1.344 0.500 0333 98    NN
08222787-5831477 125.61604 -58.52992 273.43961 -12.07495 11.682 12.223 13.024 11.439 11.818 12.701 0.098 0.084 0.075 0.094 0.083 0.084 0.251 1.352 1.617 0.520 0111 98    NN
13035532-3826390 195.98047 -38.44424 305.61490  24.36246 11.682 12.109 12.789 11.520 12.026 12.754 0.071 0.051 0.041 0.069 0.060 0.053 0.075 1.146 1.403 0.480 0000 98    NN
14153637-5251335 213.90167 -52.85934 315.57535   7.93383 11.682 11.999 12.886 11.627 11.901 12.739 0.067 0.053 0.058 0.070 0.061 0.072 0.460 1.167 1.403 0.340 0333 98    NN
05405576+1226293  85.23235  12.44154 193.59543  -9.49366 11.683 12.129 12.923 11.585 12.033 12.869 0.058 0.048 0.043 0.059 0.058 0.057 0.323 1.318 1.550 0.240 0000 98    NN
05564380+1330516  89.18251  13.51433 194.61185  -5.62687 11.683 11.950 12.678 11.610 11.893 12.453 0.075 0.056 0.047 0.079 0.067 0.051 0.289 1.127 1.352 0.960 0311 98    NN
08233378-5627376 125.89070 -56.46052 271.75577 -10.81767 11.683 11.966 12.638 11.532 11.740 12.384 0.075 0.055 0.045 0.073 0.057 0.048 0.327 1.155 1.399 0.660 0000 98    NN
17155679-8113064 258.98636 -81.21841 311.67538 -23.30642 11.683 11.887 12.635 11.534 11.573 12.320 0.091 0.062 0.051 0.090 0.057 0.052 0.202 1.158 1.403 0.600 0333 98    NN
22370259+5011537 339.26074  50.19828 102.01599  -7.13528 11.683 11.905 12.674 11.578 11.589 12.484 0.052 0.045 0.039 0.054 0.043 0.044 0.243 1.025 1.308 0.720 0000 98    NN
03242414+1446378  51.10055  14.77719 169.16426 -34.02706 11.684 12.079 12.797 11.615 11.979 12.679 0.062 0.040 0.035 0.065 0.047 0.043 0.220 1.367 1.572 0.280 0000 98    NN
09114676-4023220 137.94478 -40.38942 264.17307   5.40335 11.684 12.020 12.790 11.576 11.962 12.726 0.075 0.054 0.058 0.079 0.068 0.077 0.525 1.021 1.299 0.980 0333 98    NN
06531490+8846046 103.30709  88.76794 124.31631  27.13124 11.685 11.894 12.539 11.595 11.833 12.430 0.051 0.039 0.027 0.052 0.045 0.033 0.348 1.100 1.356 0.480 0000 98    NN
07384675-5224225 114.69486 -52.40631 264.85922 -14.47416 11.685 11.905 12.637 11.597 11.652 12.397 0.070 0.046 0.039 0.074 0.046 0.041 0.239 1.072 1.335 0.800 0000 98    NN
11094636-5131010 167.44310 -51.51691 287.27573   8.23777 11.685 11.926 12.626 11.551 11.756 12.540 0.072 0.050 0.045 0.071 0.054 0.055 0.378 1.262 1.486 0.440 0333 98    NN
11361375-5531016 174.05733 -55.51713 292.36322   5.80378 11.685 12.007 99.999 11.546 11.654 13.622 0.090 0.061 9.999 0.090 0.057 0.047 0.342 1.121 1.373 1.000 034n 98    NN
06273724+2246358  96.90514  22.77666 189.99022   5.24453 11.686 12.038 12.866 11.569 11.888 12.692 0.057 0.065 0.053 0.057 0.072 0.062 0.453 1.262 1.477 0.360 0333 98    NN
13381212+5225459 204.55054  52.42946 107.01121  63.22939 11.686 12.091 12.767 11.470 11.965 12.570 0.050 0.044 0.029 0.057 0.063 0.041 0.017 1.033 1.420 0.780 0333 98    NN
17415027-1111248 265.45947 -11.19027  14.80314   9.93861 11.686 11.911 12.623 11.409 11.685 12.335 0.093 0.067 0.070 0.111 0.094 0.099 0.703 1.068 1.471 0.700 0242 98    NN
10394417-5032059 159.93401 -50.53502 282.55975   7.05349 11.687 12.023 12.714 11.331 11.568 12.712 0.101 0.076 0.072 0.124 0.097 0.148 0.528 1.134 1.549 0.680 0000 98    NN
15371620-4534270 234.31743 -45.57412 330.84503   8.11981 11.687 12.008 12.760 11.398 11.631 12.343 0.085 0.068 0.067 0.093 0.077 0.079 0.303 1.127 1.493 0.760 0333 98    NN
20395705+2600039 309.98779  26.00109  68.73779  -9.48828 11.687 12.006 12.751 11.608 11.904 12.573 0.058 0.047 0.037 0.060 0.053 0.042 0.205 1.013 1.277 0.720 0000 98    NN
22342072+5121446 338.58624  51.36235 102.23022  -5.91396 11.687 11.945 12.682 11.461 11.756 12.477 0.066 0.051 0.043 0.075 0.066 0.059 0.214 1.072 1.451 0.860 0311 98    NN
16232994-3413344 245.87488 -34.22631 345.17065  10.73237 11.688 11.957 12.575 11.148 11.661 12.035 0.104 0.078 0.070 0.138 0.146 0.111 0.629 1.220 1.682 0.680 0222 98    NN
23160444+2841432 349.01859  28.69531  98.84697 -29.67811 11.688 11.960 12.618 11.472 11.617 12.196 0.065 0.040 0.031 0.067 0.041 0.032 0.096 1.104 1.423 0.920 0331 98    NN
04012050+3930097  60.33550  39.50279 158.20531 -10.02545 11.689 11.893 12.614 11.506 11.720 12.575 0.066 0.061 0.058 0.068 0.071 0.082 0.987 1.158 1.410 0.420 0000 98    NN
04292801+1312150  67.36671  13.20425 182.74826 -23.50991 11.689 11.894 12.515 11.385 11.391 12.447 0.085 0.054 0.050 0.088 0.053 0.077 0.765 1.158 1.483 0.660 0000 98    NN
04390688+2727226  69.77862  27.45632 172.60289 -12.75696 11.689 11.948 12.609 11.611 11.748 12.444 0.065 0.043 0.040 0.069 0.047 0.047 0.715 1.130 1.379 0.380 0331 98    NN
13202330-5606321 200.09709 -56.10896 306.98669   6.53471 11.689 11.879 12.707 11.515 11.578 12.565 0.092 0.067 0.077 0.096 0.069 0.101 0.836 1.097 1.391 0.720 0333 98    NN
18381593-5523078 279.56647 -55.38545 340.12503 -20.25686 11.689 12.064 12.760 11.645 11.819 12.369 0.072 0.047 0.039 0.079 0.048 0.037 0.106 1.049 1.322 0.940 0333 98    NN
07130158-3138422 108.25660 -31.64509 243.64281  -9.66982 11.690 12.016 12.807 11.540 11.844 12.671 0.087 0.056 0.050 0.084 0.059 0.059 0.197 1.332 1.538 0.280 0333 98    NN
17115651-2315013 257.98550 -23.25035   0.60286   9.43628 11.690 11.854 12.594 11.584 11.663 12.508 0.072 0.063 0.065 0.075 0.067 0.084 0.580 0.991 1.281 0.680 0333 98    NN
17222567+0635078 260.60699   6.58546  28.61096  22.77423 11.690 11.948 12.623 11.618 11.790 12.428 0.058 0.043 0.032 0.059 0.045 0.035 0.137 1.090 1.348 0.580 0333 98    NN
04033382+0103402  60.89093   1.06111 189.55370 -35.91668 11.691 11.990 12.600 11.529 11.767 12.404 0.068 0.052 0.043 0.069 0.058 0.051 0.632 1.130 1.407 0.480 0000 98    NN
06494669-6407268 102.44473 -64.12418 274.29837 -24.39840 11.691 12.037 12.871 11.538 11.855 12.724 0.096 0.074 0.058 0.090 0.076 0.066 0.071 1.550 1.743 0.180 0000 98    NN
23124204+1718134 348.17523  17.30380  91.80588 -39.52657 11.691 11.893 12.610 11.488 11.799 12.379 0.052 0.028 0.023 0.068 0.044 0.034 0.128 1.009 1.463 0.840 0000 98    NN
13364619-4725309 204.19244 -47.42531 310.83392  14.74973 11.692 11.970 12.671 11.596 11.940 12.599 0.051 0.040 0.033 0.052 0.048 0.040 0.119 1.064 1.332 0.660 0333 98    NN
19292931+4608036 292.37222  46.13455  78.36605  13.11035 11.692 12.102 12.740 11.629 11.945 12.650 0.063 0.043 0.034 0.067 0.051 0.042 0.095 1.111 1.372 0.440 0000 98    NN
05474278+1618438  86.92825  16.31225 191.08020  -6.10663 11.693 12.041 12.740 11.517 11.692 12.411 0.065 0.038 0.035 0.067 0.038 0.037 0.372 1.033 1.332 0.900 0333 98    NN
06002222+0627070  90.09259   6.45200 201.26343  -8.29027 11.693 12.030 12.790 11.493 11.904 12.679 0.103 0.077 0.074 0.099 0.091 0.095 0.487 1.173 1.413 0.940 0111 98    NN
16401664-8101019 250.06905 -81.01720 311.07233 -22.03259 11.693 11.999 12.662 11.595 11.910 12.544 0.064 0.042 0.035 0.067 0.049 0.042 0.162 1.000 1.286 0.780 0000 98    NN
04050165+3801503  61.25688  38.03072 159.75128 -10.63359 11.694 11.915 12.729 11.531 11.781 12.535 0.065 0.048 0.049 0.069 0.059 0.062 0.795 1.049 1.347 0.820 0000 98    NN
05354165-4248060  83.92355 -42.80162 248.49300 -31.44816 11.694 11.999 12.747 11.361 11.723 12.448 0.067 0.041 0.041 0.084 0.060 0.063 0.045 1.090 1.519 0.840 0000 98    NN
12442766-3641226 191.11533 -36.68953 301.37372  26.16110 11.694 12.033 12.817 11.627 11.924 12.737 0.052 0.031 0.030 0.053 0.043 0.038 0.075 1.243 1.468 0.300 0000 98    NN
15465521-7805176 236.73033 -78.08810 311.59674 -18.28440 11.694 12.088 12.693 11.564 12.088 12.663 0.099 0.068 0.057 0.097 0.045 0.115 0.104 1.270 1.485 0.440 0333 98    NN
16224179-2543201 245.67419 -25.72224 351.45224  16.66064 11.694 12.034 12.868 11.560 11.763 12.653 0.077 0.048 0.049 0.077 0.049 0.057 0.523 1.143 1.392 0.520 0000 98    NN
17342932-0712305 263.62222  -7.20851  17.37752  13.51503 11.694 11.945 12.538 11.402 11.759 12.382 0.090 0.060 0.065 0.103 0.087 0.101 0.969 1.107 1.491 0.440 0331 98    NN
20212649+0716194 305.36032   7.27202  50.24981 -16.26830 11.694 12.024 12.684 11.556 11.847 12.468 0.063 0.048 0.040 0.065 0.053 0.045 0.131 1.033 1.329 0.820 0000 98    NN
22471598+4437459 341.81647  44.62941 100.82019 -12.84550 11.694 12.012 12.731 11.643 11.817 12.568 0.054 0.035 0.031 0.060 0.039 0.038 0.317 0.929 1.258 0.840 0000 98    NN
04211062+3526468  65.29430  35.44641 163.94089 -10.22899 11.695 11.983 12.669 11.620 11.872 12.514 0.065 0.056 0.044 0.070 0.067 0.054 0.649 1.037 1.312 0.760 0000 98    NN
06082513+4033268  92.10483  40.55742 172.17416   9.80586 11.695 11.907 12.665 11.447 11.714 12.316 0.058 0.055 0.040 0.062 0.069 0.047 0.321 1.104 1.451 0.780 0111 98    NN
17131800-2336430 258.32501 -23.61208   0.48376   8.97361 11.696 11.857 12.458 11.636 11.794 12.402 0.081 0.073 0.071 0.088 0.086 0.089 0.543 1.114 1.366 0.460 0222 98    NN
04485386-6104001  72.22433 -61.06664 270.94437 -38.20477 11.697 12.162 13.009 11.563 12.009 12.863 0.073 0.049 0.042 0.070 0.053 0.051 0.030 1.401 1.606 0.180 0000 98    NN
05225566+5104576  80.73196  51.08267 158.95251   8.29037 11.697 11.915 12.614 11.305 11.739 12.253 0.057 0.046 0.035 0.081 0.087 0.061 0.372 1.090 1.566 0.960 0000 98    NN
12490824-4407202 192.28423 -44.12232 302.49582  18.74748 11.697 11.821 12.550 11.569 11.672 12.364 0.075 0.045 0.037 0.074 0.046 0.040 0.098 1.170 1.410 0.660 0333 98    NN
13250254-4347224 201.26071 -43.78962 309.32361  18.66468 11.697 11.971 12.636 11.624 11.849 12.491 0.050 0.043 0.029 0.051 0.046 0.032 0.130 0.987 1.220 0.860 0000 98    NN
13343485-5528573 203.64519 -55.48251 309.06335   6.87481 11.697 11.927 12.538 11.472 11.695 12.486 0.120 0.086 0.076 0.113 0.090 0.101 0.471 1.380 1.608 0.360 0222 98    NN
17222997+0822458 260.62488   8.37937  30.36789  23.55486 11.697 11.989 12.612 11.385 11.554 12.133 0.086 0.064 0.045 0.094 0.070 0.050 0.127 1.161 1.515 0.780 0000 98    NN
03425727+3815274  55.73861  38.25763 156.23064 -13.28319 11.698 11.915 12.644 11.454 11.602 12.259 0.074 0.047 0.039 0.072 0.047 0.039 0.339 1.274 1.553 0.700 0000 98    NN
05062657+3031474  76.61073  30.52988 173.92212  -6.16602 11.698 12.015 12.731 11.568 11.853 12.542 0.058 0.053 0.042 0.060 0.061 0.050 0.515 1.061 1.336 0.600 0333 98    NN
17150845-2354140 258.78522 -23.90392   0.48500   8.46118 11.698 11.918 12.558 11.557 11.861 12.447 0.092 0.089 0.091 0.095 0.112 0.116 0.823 1.064 1.331 0.560 0333 98    NN
01252121+1620253  21.33845  16.34033 134.63284 -45.75939 11.699 11.974 12.691 11.639 11.738 12.511 0.067 0.030 0.030 0.070 0.030 0.033 0.074 1.121 1.371 0.580 0000 98    NN
03354447+7034185  53.93526  70.57181 135.83987  11.93844 11.699 11.874 12.590 11.467 11.703 12.203 0.069 0.056 0.049 0.070 0.066 0.052 0.676 1.185 1.482 0.460 0333 98    NN
04222984+1407453  65.62432  14.12920 180.80547 -24.26255 11.699 12.013 12.717 11.293 11.388 12.558 0.095 0.066 0.064 0.120 0.079 0.124 0.830 1.117 1.547 0.880 0000 98    NN
06392924+2052003  99.87189  20.86674 192.95470   6.83885 11.699 11.936 12.637 11.435 11.793 12.352 0.060 0.042 0.037 0.064 0.053 0.044 0.203 1.215 1.551 0.540 0333 98    NN
08562191-5958153 134.09135 -59.97099 277.22458  -9.43013 11.699 12.076 12.736 11.360 11.928 12.601 0.090 0.068 0.058 0.111 0.114 0.104 0.195 1.158 1.577 0.900 0444 98    NN
22411784+5236495 340.32446  52.61373 103.78548  -5.35186 11.699 12.013 13.094 11.551 11.902 12.978 0.068 0.059 0.070 0.070 0.068 0.090 0.436 1.225 1.463 0.420 0000 98    NN
04340658+3738501  68.52757  37.64734 164.11876  -6.82937 11.700 12.049 12.726 11.483 11.930 12.427 0.074 0.058 0.055 0.081 0.081 0.069 0.898 1.086 1.436 0.640 0000 98    NN
06355890+2240352  98.99548  22.67646 190.95761   6.91846 11.700 12.000 12.722 11.424 11.814 12.474 0.066 0.045 0.037 0.073 0.060 0.050 0.160 1.100 1.506 0.840 0333 98    NN
19372939+0303543 294.37253   3.06515  40.98659  -8.80056 11.700 11.945 12.639 11.562 11.767 12.444 0.090 0.066 0.062 0.089 0.069 0.068 0.274 1.217 1.444 0.580 0000 98    NN
21105893-4603518 317.74551 -46.06433 353.98993 -42.96481 11.700 11.947 12.684 11.601 11.832 12.559 0.050 0.033 0.025 0.051 0.036 0.030 0.044 1.037 1.310 0.680 0333 98    NN
03203973+1115059  50.16553  11.25161 171.24464 -37.25241 11.701 11.958 12.671 11.530 11.758 12.597 0.077 0.059 0.056 0.081 0.068 0.079 0.936 1.037 1.320 0.800 0000 98    NN
04103127+2948091  62.63037  29.80250 166.44188 -15.79189 11.701 11.897 12.497 11.206 11.611 12.047 0.057 0.050 0.036 0.070 0.083 0.055 0.568 1.049 1.527 0.680 0333 98    NN
06450542-3305052 101.27255 -33.08477 242.50377 -15.63824 11.701 12.035 12.802 11.589 11.938 12.614 0.071 0.047 0.037 0.072 0.053 0.041 0.105 1.217 1.447 0.400 0000 98    NN
11582838-6734384 179.61818 -67.57728 297.89868  -5.22457 11.701 12.101 12.861 11.579 11.971 12.819 0.109 0.087 0.099 0.110 0.100 0.132 0.381 1.167 1.407 0.560 0212 98    NN
05044352+2759497  76.18129  27.99714 175.74620  -7.97668 11.702 11.964 12.722 11.269 11.338 12.545 0.065 0.070 0.059 0.088 0.091 0.123 0.974 1.079 1.555 0.740 0000 98    NN
07344238-4052436 113.67652 -40.87874 254.00130  -9.91194 11.702 11.876 12.588 11.292 11.587 12.453 0.085 0.050 0.045 0.111 0.080 0.088 0.517 1.090 1.568 0.720 0000 98    NN
08163068-5116159 124.12790 -51.27110 266.77209  -8.84396 11.702 11.871 12.570 11.584 11.684 12.470 0.077 0.054 0.051 0.080 0.059 0.065 0.753 1.041 1.296 0.840 0000 98    NN
18151190+0206544 273.79959   2.11507  30.67412   9.02579 11.702 12.065 12.681 11.502 12.021 12.521 0.097 0.093 0.072 0.097 0.123 0.090 0.458 1.137 1.412 0.680 0333 98    NN
19222436-0153128 290.60153  -1.88688  34.78776  -7.74939 11.702 11.937 12.622 11.301 11.870 12.568 0.137 0.103 0.103 0.137 0.155 0.167 0.476 1.346 1.673 0.540 0333 98    NN
20235663-0952391 305.98602  -9.87756  34.43459 -24.99836 11.702 11.938 12.684 11.680 11.707 12.444 0.090 0.060 0.048 0.098 0.059 0.050 0.072 1.223 1.423 0.840 0111 98    NN
01450074+6912398  26.25297  69.21110 127.68160   6.83501 11.703 12.150 12.803 11.553 12.107 12.753 0.079 0.076 0.074 0.082 0.104 0.106 0.943 1.093 1.357 0.560 0000 98    NN
04473668+2603363  71.90280  26.06014 174.94066 -12.17722 11.703 11.938 12.569 11.547 11.790 12.338 0.062 0.058 0.050 0.064 0.070 0.058 0.948 1.207 1.434 0.420 0333 98    NN
11561969-5634593 179.08217 -56.58310 295.36081   5.47640 11.703 12.087 12.792 11.553 11.918 12.460 0.093 0.073 0.074 0.094 0.082 0.077 0.449 1.152 1.414 0.400 0333 98    NN
13262972-6758418 201.62384 -67.97828 306.22141  -5.33069 11.703 11.941 12.670 11.298 11.782 12.552 0.124 0.095 0.107 0.157 0.168 0.210 0.517 1.097 1.541 0.740 0000 98    NN
05502485+0005491  87.60362   0.09699 205.75464 -13.49788 11.704 11.923 12.685 11.163 11.882 12.136 0.098 0.069 0.074 0.094 0.117 0.086 0.613 1.303 1.660 0.880 0000 98    NN
07333405-3659508 113.39185 -36.99749 250.41522  -8.30681 11.704 11.978 12.633 11.592 11.810 12.511 0.082 0.052 0.045 0.087 0.059 0.056 0.481 1.021 1.303 0.940 0333 98    NN
10322989-4744395 158.12463 -47.74437 280.11502   8.87727 11.704 11.992 12.660 11.379 11.745 12.245 0.086 0.060 0.054 0.100 0.082 0.067 0.221 1.228 1.622 0.580 0333 98    NN
12283604-6931007 187.15013 -69.51701 300.92310  -6.73435 11.704 11.962 12.505 11.508 11.754 12.497 0.094 0.064 0.058 0.095 0.070 0.194 0.208 1.193 1.487 0.560 0000 98    NN
14510589-5225390 222.77460 -52.42748 320.74551   6.25625 11.704 11.969 12.695 11.573 11.745 12.295 0.093 0.081 0.081 0.099 0.089 0.081 0.607 1.053 1.325 0.720 0333 98    NN
16300436-5746175 247.51820 -57.77157 328.89136  -6.38351 11.704 11.825 12.233 11.479 11.475 11.799 0.119 0.088 0.074 0.110 0.079 0.065 0.459 1.248 1.471 0.320 0222 98    NN
18444541+0923180 281.18927   9.38840  40.55941   5.73789 11.704 12.041 12.673 11.598 11.809 12.368 0.098 0.092 0.084 0.103 0.098 0.088 0.554 1.097 1.355 0.600 0333 98    NN
22273645-1058485 336.90189 -10.98018  51.42754 -52.56694 11.704 11.987 12.733 11.253 11.818 12.352 0.083 0.059 0.042 0.115 0.119 0.074 0.044 1.152 1.630 0.740 0000 98    NN
17082979-2256397 257.12421 -22.94436   0.39236  10.25987 11.705 11.914 12.761 11.476 11.577 12.616 0.104 0.088 0.082 0.101 0.087 0.104 0.700 1.297 1.541 0.380 0333 98    NN
20211333+2429074 305.30554  24.48544  65.01605  -6.90704 11.705 12.009 12.533 11.575 11.881 12.328 0.074 0.062 0.051 0.077 0.073 0.058 0.529 1.057 1.327 0.940 0333 98    NN
03235736+5013085  50.98892  50.21909 146.32043  -5.59667 11.706 12.080 12.854 11.595 12.020 12.627 0.062 0.062 0.054 0.065 0.076 0.062 0.551 1.161 1.408 0.460 0000 98    NN
05424245+4401452  85.67687  44.02926 166.76682   7.34755 11.706 11.958 12.651 11.379 11.632 12.438 0.070 0.055 0.044 0.081 0.070 0.067 0.377 1.190 1.597 0.420 0333 98    NN
05580909+4413436  89.53790  44.22881 167.98145   9.85287 11.706 11.992 12.743 11.573 11.804 12.566 0.050 0.034 0.031 0.050 0.036 0.037 0.261 1.158 1.398 0.440 0111 98    NN
07331077-3643383 113.29479 -36.72735 250.13718  -8.24938 11.706 12.041 12.746 11.399 11.892 12.620 0.088 0.058 0.051 0.100 0.086 0.081 0.361 1.173 1.570 0.480 0333 98    NN
09361071-4016367 144.04457 -40.27698 267.41461   8.76194 11.706 11.984 12.722 11.650 11.874 12.554 0.096 0.071 0.065 0.103 0.081 0.075 0.473 1.093 1.304 0.800 0111 98    NN
10443490-4950585 161.14548 -49.84964 282.91428   8.02701 11.706 12.166 12.651 11.612 12.156 12.613 0.077 0.061 0.049 0.080 0.082 0.108 0.433 1.199 1.430 0.520 0333 98    NN
20141806+1920250 303.57526  19.34028  59.78995  -8.39738 11.706 12.060 12.725 11.473 11.848 12.684 0.089 0.077 0.059 0.095 0.095 0.090 0.289 1.107 1.457 0.880 0000 98    NN
03573276+4542074  59.38657  45.70202 153.55856  -5.81301 11.707 11.934 12.618 11.521 11.721 12.420 0.084 0.074 0.066 0.082 0.079 0.076 0.592 1.220 1.446 0.600 0000 98    NN
06113223+0755508  92.88435   7.93073 201.28725  -5.15062 11.707 12.139 12.878 11.487 11.795 12.775 0.082 0.065 0.074 0.081 0.066 0.101 0.620 1.188 1.453 0.660 0333 98    NN
07231000+0246223 110.79175   2.77286 214.07849   8.32201 11.708 12.003 12.735 11.494 11.857 12.478 0.067 0.048 0.037 0.072 0.061 0.046 0.111 1.083 1.439 0.640 0333 98    NN
07384215-3249097 114.67570 -32.81930 247.21826  -5.39276 11.708 12.035 12.746 11.525 11.841 12.529 0.091 0.056 0.063 0.095 0.066 0.078 0.825 1.068 1.343 0.880 0333 98    NN
